"地標類型","地標名稱","地址","電話","網址","TWD97_X","TWD97_Y","更新日期","行政區"
"避難收容處所","SF208-0017新北市金山區清泉市民活動中心","新北市金山區清水路49號","02-24985965轉185","www.sw.ntpc.gov.tw","313408.09478800","2791834.64482000","2023-11-27 17:12:06.05","金山區"
"避難收容處所","SF208-0019法鼓文理學院","新北市金山區法鼓路670號","02-24980707轉5008","www.sw.ntpc.gov.tw","312153.00000000","2793131.00000000","2023-11-27 17:12:06.05","金山區"
"避難收容處所","SF208-0020美田市民活動中心","新北市金山區美田里中山路236號2樓","02-24985965轉118","www.sw.ntpc.gov.tw","314096.68620000","2790673.44110000","2023-11-27 17:12:06.05","金山區"
"避難收容處所","SF220-0002民生市民活動中心","新北市板橋區東丘里民生路一段30-1號1~3樓","","www.sw.ntpc.gov.tw","298125.21230000","2767375.28280000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0003板橋莊敬市民活動中心　","新北市板橋區莊敬里民生路二段120號1樓","","www.sw.ntpc.gov.tw","297513.23450000","2768043.53770000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0004板橋國小","新北市板橋區黃石里文化路一段23號","02-29686834分機831","www.sw.ntpc.gov.tw","296246.84350800","2767052.67589580","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0005文德國小","新北市板橋區幸福里英士路179號","02-22577193分機63","www.sw.ntpc.gov.tw","296272.94520000","2768349.15970000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0006江翠國小","新北市板橋區柏翠里文化路二段413號","02-22526880分機231","www.sw.ntpc.gov.tw","297849.49880000","2769446.98750000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0007文聖國小","新北市板橋區龍翠里15鄰文聖街86號","02-22530782分機813","www.sw.ntpc.gov.tw","298178.56050000","2769177.89370000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0008埔墘國小","新北市板橋區光仁里永豐街42-8號","02-29616690分機311","www.sw.ntpc.gov.tw","297846.57230800","2767863.31480830","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0009實踐國小","新北市板橋區國泰里實踐路93巷51號","02-29531233分機142","www.sw.ntpc.gov.tw","297076.06810000","2766414.31510000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0010後埔國小","新北市板橋區福星里重慶路157號","02-29614142分機831","www.sw.ntpc.gov.tw","296703.86070000","2766227.90210000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0011信義國小","新北市板橋區華德里四川路2段245巷60號","02-89667817分機122","www.sw.ntpc.gov.tw","295710.27470000","2764938.60690000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0012中山國小","新北市板橋區中山里大觀路二段59巷31號","02-22755313分機142","www.sw.ntpc.gov.tw","295188.96550000","2766107.39500000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0013沙崙國小","新北市板橋區溪北里篤行路二段132號","02-26812764分機832","www.sw.ntpc.gov.tw","293462.04360000","2764710.93440000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0014溪洲國小","新北市板橋區堂春里金門街289號","02-26867705分機51","www.sw.ntpc.gov.tw","293498.03580000","2764442.55760000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0015重慶國小","新北市板橋區五權里廣和街31號","02-29565592分機305","www.sw.ntpc.gov.tw","296679.37520000","2765242.78170000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0017大觀國小","新北市板橋區浮洲里大觀路一段30號","02-29603373分機831","www.sw.ntpc.gov.tw","295354.49340000","2766806.46870000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0018莒光國小","新北市板橋區華翠里莒光路163號","02-22517272分機109","www.sw.ntpc.gov.tw","297859.24943300","2768650.64688330","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0019國光國小","新北市板橋區香社里中正路325巷30號","02-29680612分機702","www.sw.ntpc.gov.tw","295754.22870000","2768005.17620000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0020板橋國中","新北市板橋區中正里中正路437號","02-29666498分機652","www.sw.ntpc.gov.tw","295834.22540000","2768512.78930000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0021忠孝國中","新北市板橋區福星里成都街30號","02-29631350分機402","www.sw.ntpc.gov.tw","296596.96020000","2766393.13170000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0022新埔國中","新北市板橋區新海里新海路181號","02-22572275分機512","www.sw.ntpc.gov.tw","296388.29250000","2768613.94850000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0023中山國中","新北市板橋區新民里文化路1段188巷56號","02-22508250分機230","www.sw.ntpc.gov.tw","297180.29310000","2767914.00170000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0024江翠國中","新北市板橋區文化里松江街63號","02-89790504分機261","www.sw.ntpc.gov.tw","297273.35130000","2769065.28020000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0025光復高中","新北市板橋區富貴里光環路1段7號","02-29582366分機141","www.sw.ntpc.gov.tw","298886.23770000","2767856.66040000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0026溪崑國中","新北市板橋區崑崙里大觀路三段50巷30號","02-26869727分機380","www.sw.ntpc.gov.tw","293533.30550000","2765671.46650000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0027重慶國中","新北市板橋區重慶里國慶路221號","02-29543001分機504","www.sw.ntpc.gov.tw","296752.07820000","2765656.83780000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0028海山高中","新北市板橋區深丘里漢生東路215號","02-29517475分機230","www.sw.ntpc.gov.tw","297527.70370000","2766984.77440000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0029大觀國中","新北市板橋區浮洲里僑中一街1號","02-22725015分機831","www.sw.ntpc.gov.tw","295270.14850000","2767098.70800000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0030板橋高中","新北市板橋區黃石里文化路一段25號","02-29602500分機430","www.sw.ntpc.gov.tw","296337.46330000","2767150.24100000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0031板橋第一運動公園","新北市板橋區深丘里漢生東路278號","02-29686911分機610","www.sw.ntpc.gov.tw","297366.57230000","2767032.66400000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0032板橋第二運動公園","新北市板橋區社後里民權路117號","02-29686911分機610","www.sw.ntpc.gov.tw","296259.71610000","2767386.46330000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0033浮洲運動公園","新北市板橋區浮洲里僑中一街124巷與80巷交會處","02-29686911分機610","www.sw.ntpc.gov.tw","295301.00000000","2767508.00000000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0034新埔國小","新北市板橋區新翠里陽明街206號","02-22571830分機622","www.sw.ntpc.gov.tw","296684.73150000","2768724.16810000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0035海山國小","新北市板橋區深丘里漢生東路280號 ","02-29545725分機538","www.sw.ntpc.gov.tw","297529.68951400","2766918.12455040","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0037國光市民活動中心","新北市板橋區國光里國光路76號1樓","","www.sw.ntpc.gov.tw","296257.98940000","2767823.32600000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0038四維公園市民活動中心","新北市板橋區陽明里陽明街166號1樓","","www.sw.ntpc.gov.tw","296790.30200000","2768591.74910000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0039音樂公園市民活動中心","新北市板橋區福翠里懷德街235巷2號2樓","","www.sw.ntpc.gov.tw","298553.84820000","2769022.22750000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0040南雅公園市民活動中心","新北市板橋區華興里南雅南路2段1-1號1樓","02-89517221","www.sw.ntpc.gov.tw","295893.61830000","2766231.62880000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0041五權公園市民活動中心","新北市板橋區五權里廣權路130號1樓","","www.sw.ntpc.gov.tw","297005.23620000","2765082.15300000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0042溪洲公園市民活動中心","新北市板橋區溪洲里溪崑二街113號1樓","","www.sw.ntpc.gov.tw","293066.43060000","2764579.36000000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0043新興市民活動中心","新北市板橋區新興里中興路63號2樓","","www.sw.ntpc.gov.tw","295968.63500000","2766669.59317720","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF220-0044和平公園市民活動中心","新北市板橋區重慶路355號2樓","","www.sw.ntpc.gov.tw","296867.22850000","2765603.64540000","2023-11-27 17:12:06.05","板橋區"
"避難收容處所","SF221-00010金龍國小","新北市汐止區明峰街201號","02-26411111#127","www.sw.ntpc.gov.tw","313277.01250200","2773535.86819000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00011崇德國小","新北市汐止區茄苳路158號","02-26411111#127","www.sw.ntpc.gov.tw","317510.00000000","2773661.00000000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00012樟樹國小","新北市汐止區樟樹一路141巷2號","02-26411111#127","www.sw.ntpc.gov.tw","314737.84754200","2773299.98541000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00013汐止國小","新北市汐止區大同路二段313號","02-26411111#127","www.sw.ntpc.gov.tw","316105.97147600","2773350.12025000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00014白雲國小","新北市汐止區民權街2段90號","02-26411111#127","www.sw.ntpc.gov.tw","312448.94725700","2771206.80333000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00015汐止國中","新北市汐止區大同路二段394號","02-26411111#127","www.sw.ntpc.gov.tw","316422.85539700","2773354.70070000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00016秀峰高中","新北市汐止區忠孝東路201號","02-26411111#127","www.sw.ntpc.gov.tw","316594.69262800","2773209.81671000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00017北港國小","新北市汐止區汐萬路二段279號","02-26411111#127","www.sw.ntpc.gov.tw","315067.65657900","2775806.44740000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00018樟樹國際實創中學","新北市汐止區樟樹二路135號","02-26411111#127","www.sw.ntpc.gov.tw","314538.16398700","2773221.28782000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00019秀峰國小","新北市汐止區仁愛路90號","02-26411111#127","www.sw.ntpc.gov.tw","316744.59757800","2772871.88408000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0001汐止區公所行政中心","新北市汐止區新台五路一段268號","02-26411111#127","www.sw.ntpc.gov.tw","316485.13020600","2773012.03761000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00020長安國小","新北市汐止區長興街一段80號","02-26411111#127","www.sw.ntpc.gov.tw","317657.83496500","2774738.20427000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00021保長國小","新北市汐止區大同路三段553號","02-26411111#127","www.sw.ntpc.gov.tw","318716.62219000","2773910.38434000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00022北峰國小","新北市汐止區環河街1號","02-26411111#127","www.sw.ntpc.gov.tw","313845.91556300","2772995.68604000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00023東山國小","新北市汐止區汐平路二段76號","02-26411111#127","www.sw.ntpc.gov.tw","320614.33769700","2772602.71810000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00024汐止綜合運動場(防災公園)","新北市汐止區忠孝東路9號","02-26411111#127","www.sw.ntpc.gov.tw","316331.68700000","2773064.21300000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00025忠山市民活動中心","新北市汐止區忠山里忠三街8號","02-26411111#127","www.sw.ntpc.gov.tw","312988.79330000","2774601.93790000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-00026王母救世宮","新北市汐止區保長里長興街二段50巷50號","02-26411111#127","www.sw.ntpc.gov.tw","318145.74778100","2774883.74832000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0002東方科學園區","新北市汐止區新台五路一段90號","02-26411111#127","www.sw.ntpc.gov.tw","315401.48254700","2772633.20104000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0003崇德橋東市民活動中心","新北市汐止區茄苳路82號","02-26411111#127","www.sw.ntpc.gov.tw","317292.40013000","2773751.08947500","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0004康福市民活動中心","新北市汐止區福德三路9號","02-26411111#127","www.sw.ntpc.gov.tw","314339.95820000","2773619.52980000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0005橫科市民活動中心","新北市汐止區橫科路119號","02-26411111#127","www.sw.ntpc.gov.tw","312572.90299600","2771516.83326000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0006保長坑訓練中心","新北市汐止區大同路三段469號","02-26411111#127","www.sw.ntpc.gov.tw","318553.51168100","2773847.08823000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0007厚德山光市民活動中心","新北市汐止區樟樹1路137巷26號2樓","02-26411111#127","www.sw.ntpc.gov.tw","314654.98492900","2773239.72960000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0008翠柏新村安養中心-服務大樓","新北市汐止區永春一路5號","02-26411111#127","www.sw.ntpc.gov.tw","310751.64115900","2778362.37416000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF221-0009青山國中小","新北市汐止區莊敬街33號","02-26411111#127","www.sw.ntpc.gov.tw","316270.24499800","2772663.18393000","2023-11-27 17:12:06.05","汐止區"
"避難收容處所","SF222-0001深坑區公所","新北市深坑區深坑街10號5樓","02-26623116#223","www.sw.ntpc.gov.tw","312191.87620000","2766218.53430000","2023-11-27 17:12:06.05","深坑區"
"避難收容處所","SF222-0002深坑國中","新北市深坑區文化街41號","02-26621455#31","www.sw.ntpc.gov.tw","312407.35923300","2766112.76153000","2023-11-27 17:12:06.05","深坑區"
"避難收容處所","SF222-0003深坑國小","新北市深坑區文化街45號","02-26624675#211","www.sw.ntpc.gov.tw","312267.26978200","2766118.91212000","2023-11-27 17:12:06.05","深坑區"
"避難收容處所","SF222-0004東南科技大學","新北市深坑區北深路3段152號","02-86625859","www.sw.ntpc.gov.tw","311041.47059300","2766404.62971000","2023-11-27 17:12:06.05","深坑區"
"避難收容處所","SF222-0005深坑第二市民活動中心","新北市深坑區北深路2段166號","02-26623116#209","www.sw.ntpc.gov.tw","312047.08915400","2766196.82965000","2023-11-27 17:12:06.05","深坑區"
"避難收容處所","SF222-0007土庫第一市民活動中心","新北市深坑區北深路1段83巷8弄36號","","www.sw.ntpc.gov.tw","314050.86979400","2767037.66082000","2023-11-27 17:12:06.05","深坑區"
"避難收容處所","SF222-0008阿柔市民活動中心","新北市深坑區阿柔洋66號旁","02-26623116#209","www.sw.ntpc.gov.tw","311292.05452500","2765727.84437000","2023-11-27 17:12:06.05","深坑區"
"避難收容處所","SF222-0009昇高市民活動中心","新北市深坑區旺耽路25號","02-26623116225","www.sw.ntpc.gov.tw","313447.00000000","2766433.00000000","2023-11-27 17:12:06.05","深坑區"
"避難收容處所","SF223-0001石碇綜合大樓","新北市石碇區豐林里楓子林32-1號","02-26631080轉251","www.sw.ntpc.gov.tw","314830.08849400","2767053.91239000","2023-11-27 17:12:06.05","石碇區"
"避難收容處所","SF223-0002永定國小","新北市石碇區永定里靜安路一段245號","02-26631288轉22","www.sw.ntpc.gov.tw","319444.11568100","2766817.26955000","2023-11-27 17:12:06.05","石碇區"
"避難收容處所","SF223-0003雲海國小","新北市石碇區格頭里坑內巷1號","02-26651715轉14","www.sw.ntpc.gov.tw","314343.38818100","2760737.05254000","2023-11-27 17:12:06.05","石碇區"
"避難收容處所","SF223-0004石碇國小","新北市石碇區石碇里石碇西街15號","02-26631244轉15","www.sw.ntpc.gov.tw","316521.15061500","2764860.71065000","2023-11-27 17:12:06.05","石碇區"
"避難收容處所","SF223-0005石碇高中","新北市石碇區隆盛里八分寮45號","02-26631224轉301","www.sw.ntpc.gov.tw","314857.86883300","2767342.81028000","2023-11-27 17:12:06.05","石碇區"
"避難收容處所","SF223-0007石碇區公所","新北市石碇區潭邊里碇坪路一段37號","02-26631080轉251","www.sw.ntpc.gov.tw","316416.85062100","2764997.61387000","2023-11-27 17:12:06.05","石碇區"
"避難收容處所","SF223-0007石碇區公所","新北市石碇區潭邊里碇坪路一段37號","02-26631080轉251","www.sw.ntpc.gov.tw","316416.85062100","2764997.61387000","2023-11-27 17:12:06.197","石碇區"
"避難收容處所","SF223-0008和平國小","新北市石碇區隆盛里靜安路一段5號","02-26631405轉206","www.sw.ntpc.gov.tw","314770.32942300","2767222.67869000","2023-11-27 17:12:06.197","石碇區"
"避難收容處所","SF223-0009彭山市民活動中心","新北市石碇區彭山里崩山33之3號","02-26631028","www.sw.ntpc.gov.tw","318441.31328800","2761999.35520880","2023-11-27 17:12:06.197","石碇區"
"避難收容處所","SF224-0001瑞芳區公所","新北市瑞芳區龍鎮里逢甲路82號","02-24972250#1202","www.sw.ntpc.gov.tw","331676.71890000","2778083.41790000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0002瑞芳國小","新北市瑞芳區龍川里中山路2號","02-24972058130","www.sw.ntpc.gov.tw","331129.00000000","2777987.00000000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0003瑞龍市民活動中心","新北市瑞芳區龍興里明燈路三段2號","02-24972250#1206","www.sw.ntpc.gov.tw","331580.35670000","2777958.79520000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0004瑞芳高工","新北市瑞芳區龍安里瑞芳街60號","02-24972516201","www.sw.ntpc.gov.tw","331153.31240000","2778284.47140000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0005瑞芳國中","新北市瑞芳區新峰里三爪子坑路1號","02-24972145#230","www.sw.ntpc.gov.tw","332147.85498100","2777926.21205000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0006濂洞國小","新北市瑞芳區濂洞里洞頂路101巷80號","02-24961330#10","www.sw.ntpc.gov.tw","336731.21910000","2779605.71410000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0007鼻頭國小","新北市瑞芳區鼻頭里鼻頭路99號","02-24911571#13","www.sw.ntpc.gov.tw","342716.93756200","2779470.46114000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0008吉慶國小","新北市瑞芳區吉安里大埔路95號","02-24576405630","www.sw.ntpc.gov.tw","327095.92880000","2777218.85290000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0009猴硐國小","新北市瑞芳區弓橋里九芎橋路69-1號","02-24960450111","www.sw.ntpc.gov.tw","334066.78050000","2776626.29550000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0010九份國小","新北市瑞芳區永慶里崙頂路145號","02-24972263#22","www.sw.ntpc.gov.tw","335084.58830000","2777909.38410000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0011瑞濱市民活動中心","新北市瑞芳區瑞濱里建基路一段4-2號","02-24976599","www.sw.ntpc.gov.tw","332741.11532800","2779454.48959000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0012勸濟堂","新北市瑞芳區銅山里祈堂路53號","02-24962555","www.sw.ntpc.gov.tw","336704.43250000","2778252.40846940","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0013瓜山國小","新北市瑞芳區瓜山里五號路306巷","02-24962036分機168","www.sw.ntpc.gov.tw","336406.97349700","2778363.43426000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0014深澳市民活動中心","新北市瑞芳區深澳里深澳路67-1號","02-24063685","www.sw.ntpc.gov.tw","332496.55266800","2780434.82424000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0015威遠廟","新北市瑞芳區濂新里明里路7-1號","02-24962612","www.sw.ntpc.gov.tw","337545.57145700","2779392.96365000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0016傑魚市民活動中心","新北市瑞芳區傑魚里傑魚坑路245巷2-1號2樓","02-24973228","www.sw.ntpc.gov.tw","329475.00000000","2777838.00000000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0017東和市民活動中心","新北市瑞芳區東和里中山路20號","02-24972704","www.sw.ntpc.gov.tw","331116.34494700","2777801.68003000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0018爪峰市民活動中心","新北市瑞芳區爪峯里三爪子坑路279-2號","02-24061505","www.sw.ntpc.gov.tw","332049.67438700","2777742.03828190","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0019福住第二市民活動中心","新北市瑞芳區福住里佛堂巷7號","02-24970372","www.sw.ntpc.gov.tw","334910.00000000","2777854.00000000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0020新山市民活動中心","新北市瑞芳區新山里金光路241號之1","02-24961399","www.sw.ntpc.gov.tw","335863.95366100","2777959.50526000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0021瑞濱國小","新北市瑞芳區瑞濱里瑞濱路34號","02-24978184131","www.sw.ntpc.gov.tw","332688.68520000","2779379.35380000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0022瑞芳棒球場","新北市瑞芳區明燈路1段201巷","02-24972250#1103","www.sw.ntpc.gov.tw","332638.00000000","2777901.00000000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF224-0023海濱市民休閒場地","新北市瑞芳區濱二路68-1號","02-24968143","www.sw.ntpc.gov.tw","333681.86000000","2779306.22000000","2023-11-27 17:12:06.197","瑞芳區"
"避難收容處所","SF226-0001平溪市民活動中心","新北市平溪區石底里公園街17號","02-24951510#155","www.sw.ntpc.gov.tw","324397.88330000","2768713.69420000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0002平溪國中","新北市平溪區石底里靜安路2段295號","02-24951010#161","www.sw.ntpc.gov.tw","324038.90778900","2768578.74961000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0003菁桐國小","新北市平溪區菁桐里菁桐街45號","02-24951009#13","www.sw.ntpc.gov.tw","323329.58534500","2768591.39083000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0004平溪國小","新北市平溪區平溪里平溪街56號","02-24951038#203","www.sw.ntpc.gov.tw","324402.32276500","2769024.46957870","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0005十分國小","新北市平溪區十分里十分街157號","02-24958305#10","www.sw.ntpc.gov.tw","328535.84183900","2770813.35534000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0006菁桐市民活動中心","新北市平溪區菁桐里菁桐街65-1號","02-24951510#156","www.sw.ntpc.gov.tw","323286.73532700","2768580.79980000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0007白石市民活動中心","新北市平溪區白石里靜安路2段241號","02-24951510#155","www.sw.ntpc.gov.tw","323144.13013900","2768424.72474000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0008嶺腳市民活動中心","新北市平溪區嶺腳里嶺腳寮14號","02-24951510#155","www.sw.ntpc.gov.tw","325565.34960400","2769254.99608660","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0009平湖市民活動中心","新北市平溪區平湖里大湖10號","02-24951510#156","www.sw.ntpc.gov.tw","328848.46137900","2768842.37506000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0010老人文康活動中心","新北市平溪區十分里十分街66巷1號","02-24951510#155","www.sw.ntpc.gov.tw","328284.84549100","2770646.21921000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF226-0011薯榔市民活動中心","新北市平溪區薯榔里靜安路二段63號","02-24951510#156","www.sw.ntpc.gov.tw","322201.00000000","2768275.00000000","2023-11-27 17:12:06.197","平溪區"
"避難收容處所","SF227-001雙溪高中","新北市雙溪區平林里梅竹蹊3號","02-24931028#231","www.sw.ntpc.gov.tw","337105.01224000","2769924.21950000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-002雙溪國小","新北市雙溪區共和里東榮街54號1樓","02-24931005#20","www.sw.ntpc.gov.tw","337491.12370800","2769770.59684700","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-003共和市民活動中心","新北市雙溪區共和里中山路41巷6號1樓","02-24931111#124","www.sw.ntpc.gov.tw","337359.62677500","2769567.22711450","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-005中正市民活動中心","新北市雙溪區牡丹里中正路64號1樓","02-24931111#124","www.sw.ntpc.gov.tw","337318.91589800","2770902.38394000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-006長源市民活動中心","新北市雙溪區長源里柑腳路19號2樓","02-24931111#124","www.sw.ntpc.gov.tw","331234.88154000","2767634.06840000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-007三港集會所","新北市雙溪區三港里三港7號","02-24931111#124","www.sw.ntpc.gov.tw","338802.96995600","2771930.25317000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-008泰平市民活動中心","新北市雙溪區泰平里溪尾寮46號","02-24931111#124","www.sw.ntpc.gov.tw","332930.73593400","2762422.96530000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-009上林國小","新北市雙溪區上林里內平林60號1樓","02-24931671#14","www.sw.ntpc.gov.tw","333960.91798900","2769251.27454000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-010牡丹國小","新北市雙溪區三貂里政光路3號1樓","02-24931240#202","www.sw.ntpc.gov.tw","335929.00000000","2772954.00000000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-011平林市民活動中心","新北市雙溪區平林里外平林52號","02-24931111#124","www.sw.ntpc.gov.tw","335734.41766500","2769926.61178220","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-012外柑市民活動中心","新北市雙溪區外柑里6鄰外柑腳49號","02-24931111#124","www.sw.ntpc.gov.tw","331540.00000000","2768042.00000000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-013柑林國小","新北市雙溪區長源里9鄰柑腳3號","02-24931624#20","www.sw.ntpc.gov.tw","331203.86786000","2767694.47424000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF227-014牡丹市民活動中心","新北市雙溪區牡丹里下坑路36號","02-24931111#124","www.sw.ntpc.gov.tw","335864.00000000","2772280.00000000","2023-11-27 17:12:06.197","雙溪區"
"避難收容處所","SF228-0001貢寮市民活動中心","新北市貢寮區貢寮里長泰路18-2號","02-24942220","www.sw.ntpc.gov.tw","341591.61939500","2768367.05917000","2023-11-27 17:12:06.197","貢寮區"
"避難收容處所","SF228-0002福隆青少年活動中心","新北市貢寮區福隆里福隆街60號","02-24991456","www.sw.ntpc.gov.tw","345450.76042400","2768146.45787000","2023-11-27 17:12:06.197","貢寮區"
"避難收容處所","SF228-0003昭惠廟","新北市貢寮區龍門里龍門街74-1號","02-24941175","www.sw.ntpc.gov.tw","343958.00000000","2769049.00000000","2023-11-27 17:12:06.197","貢寮區"
